Age,Department,EducationLevel,YearsAtCompany,YearsAtCompany_log,MonthlyIncome,MonthlyIncome_log,JobSatisfaction,PerformanceScore,CompetencyScore,PerformanceVelocity,PotentialGap,TrainingHours,TrainingHours_log,TrainingIntensity,TrainingEfficiency,Cluster
57.0,Finance,4,13.0,2.639057329615259,10436.0,9.253112463820052,3.0,2.0,3.0,0.14285714285714285,-1.0,87.0,4.477336814478207,6.214285714285714,0.2772277227722772,0
52.0,Operations,4,1.0,0.6931471805599453,8133.0,9.00380808646717,3.0,4.0,3.0,2.0,1.0,17.0,2.8903717578961645,8.5,0.42105263157894735,2
53.0,Marketing,1,17.0,2.8903717578961645,2193.0,7.693481640835175,3.0,4.0,2.0,0.2222222222222222,2.0,26.0,3.295836866004329,1.4444444444444444,1.6363636363636362,1
21.0,HR,3,23.0,3.1780538303479458,11823.0,9.377886643187983,3.0,3.0,3.0,0.125,0.0,40.0,3.713572066704308,1.6666666666666667,1.1249999999999998,0
39.0,HR,2,1.0,0.6931471805599453,12126.0,9.403189650656792,4.0,5.0,3.0,2.5,2.0,71.0,4.276666119016055,35.5,0.136986301369863,2
46.0,Engineering,4,8.0,2.1972245773362196,22224.0,10.008973060382106,3.0,3.0,3.0,0.3333333333333333,0.0,73.0,4.304065093204169,8.11111111111111,0.32926829268292684,0
52.0,Finance,2,11.0,2.4849066497880004,20576.0,9.931929226167432,2.0,5.0,4.0,0.4166666666666667,1.0,16.0,2.833213344056216,1.3333333333333333,2.1428571428571432,1
26.0,Sales,3,12.0,2.5649493574615367,899.0,6.802394763324311,4.0,2.0,1.0,0.15384615384615385,1.0,61.0,4.127134385045092,4.6923076923076925,0.3513513513513513,0
52.0,Marketing,1,14.0,2.70805020110221,21499.0,9.975808214115753,3.0,5.0,1.0,0.3333333333333333,4.0,28.0,3.367295829986474,1.8666666666666667,1.744186046511628,1
24.0,HR,1,24.0,3.2188758248682006,18596.0,9.830755556370029,2.0,1.0,2.0,0.04,-1.0,57.0,4.060443010546419,2.28,0.3048780487804878,0
37.0,Finance,2,17.0,2.8903717578961645,20897.0,9.947408739594056,3.0,1.0,4.0,0.05555555555555555,-3.0,77.0,4.356708826689592,4.277777777777778,0.18947368421052632,0
58.0,Marketing,4,21.0,3.091042453358316,3937.0,8.278428259199071,3.0,4.0,3.0,0.18181818181818182,1.0,21.0,3.091042453358316,0.9545454545454546,2.046511627906977,1
44.0,HR,2,5.0,1.791759469228055,10655.0,9.273878392780171,2.0,3.0,3.0,0.5,0.0,5.0,1.791759469228055,0.8333333333333334,1.6363636363636362,1
25.0,Finance,1,16.0,2.833213344056216,16289.0,9.69830670159609,5.0,4.0,4.0,0.23529411764705882,0.0,25.0,3.258096538021482,1.4705882352941178,1.619047619047619,1
54.0,Marketing,3,22.0,3.1354942159291497,9590.0,9.16858043772795,4.0,3.0,4.0,0.13043478260869565,-1.0,49.0,3.912023005428146,2.130434782608696,0.9583333333333333,0
26.0,Sales,2,23.0,3.1780538303479458,5899.0,8.68270762989381,5.0,3.0,4.0,0.125,-1.0,11.0,2.4849066497880004,0.4583333333333333,2.0571428571428574,1
42.0,Operations,1,17.0,2.8903717578961645,23132.0,10.04901544850107,3.0,1.0,3.0,0.05555555555555555,-2.0,98.0,4.59511985013459,5.444444444444445,0.15517241379310345,0
31.0,HR,4,7.0,2.0794415416798357,14642.0,9.591717684555258,3.0,3.0,3.0,0.375,0.0,49.0,3.912023005428146,6.125,0.42105263157894735,0
36.0,Operations,2,8.0,2.1972245773362196,14245.0,9.564231444538299,4.0,5.0,3.0,0.5555555555555556,2.0,21.0,3.091042453358316,2.3333333333333335,1.5,1
53.0,Finance,3,5.0,1.791759469228055,11062.0,9.311361486034912,3.0,3.0,4.0,0.5,-1.0,50.0,3.9318256327243257,8.333333333333334,0.3214285714285714,0
29.0,Sales,4,4.0,1.6094379124341003,14612.0,9.589666822474653,4.0,4.0,5.0,0.8,-1.0,49.0,3.912023005428146,9.8,0.37037037037037035,2
26.0,Operations,4,11.0,2.4849066497880004,7682.0,8.946765374867635,2.0,4.0,1.0,0.3333333333333333,3.0,49.0,3.912023005428146,4.083333333333333,0.7868852459016394,0
36.0,Engineering,1,24.0,3.2188758248682006,9282.0,9.135940049399933,3.0,3.0,1.0,0.12,2.0,70.0,4.2626798770413155,2.8,0.7894736842105263,0
49.0,HR,2,10.0,2.3978952727983707,20253.0,9.91610758389223,2.0,3.0,3.0,0.2727272727272727,0.0,49.0,3.912023005428146,4.454545454545454,0.55,0
23.0,Engineering,4,24.0,3.2188758248682006,8007.0,8.988196320995057,2.0,1.0,2.0,0.04,-1.0,88.0,4.48863636973214,3.52,0.22123893805309736,0
40.0,HR,1,0.0,0.0,17430.0,9.766005509214866,1.0,2.0,4.0,2.0,-2.0,12.0,2.5649493574615367,12.0,0.15384615384615385,2
39.0,Engineering,3,18.0,2.9444389791664403,17604.0,9.775938231589153,5.0,3.0,2.0,0.15789473684210525,1.0,9.0,2.302585092994046,0.47368421052631576,2.035714285714286,1
46.0,Finance,4,12.0,2.5649493574615367,9569.0,9.166388484447,2.0,3.0,1.0,0.23076923076923078,2.0,54.0,4.007333185232471,4.153846153846154,0.582089552238806,0
23.0,Marketing,3,1.0,0.6931471805599453,14078.0,9.552439604462528,3.0,3.0,2.0,1.5,1.0,8.0,2.1972245773362196,4.0,0.6,2
39.0,Marketing,1,11.0,2.4849066497880004,7308.0,8.896861744480391,4.0,3.0,2.0,0.25,1.0,78.0,4.3694478524670215,6.5,0.4,0
40.0,Engineering,3,3.0,1.3862943611198906,15823.0,9.669283053862493,3.0,3.0,3.0,0.75,0.0,51.0,3.9512437185814275,12.75,0.21818181818181817,2
52.0,Engineering,1,3.0,1.3862943611198906,19065.0,9.855661923053523,2.0,3.0,4.0,0.75,-1.0,1.0,0.6931471805599453,0.25,2.4,1
27.0,HR,3,17.0,2.8903717578961645,3918.0,8.273591798199632,4.0,3.0,5.0,0.16666666666666666,-2.0,24.0,3.2188758248682006,1.3333333333333333,1.2857142857142858,0
53.0,HR,3,14.0,2.70805020110221,21127.0,9.958354453976968,3.0,1.0,3.0,0.06666666666666667,-2.0,12.0,2.5649493574615367,0.8,0.5555555555555556,0
59.0,Engineering,1,18.0,2.9444389791664403,572.0,6.35088571671474,4.0,2.0,3.0,0.10526315789473684,-1.0,97.0,4.584967478670572,5.105263157894737,0.3275862068965517,0
38.0,Engineering,3,12.0,2.5649493574615367,13307.0,9.496120637138368,4.0,4.0,3.0,0.3076923076923077,1.0,50.0,3.9318256327243257,3.8461538461538463,0.8253968253968254,0
21.0,Operations,3,18.0,2.9444389791664403,18457.0,9.823253159825523,5.0,3.0,3.0,0.15789473684210525,0.0,49.0,3.912023005428146,2.5789473684210527,0.8382352941176471,0
31.0,Finance,4,16.0,2.833213344056216,2847.0,7.954372272531867,3.0,3.0,3.0,0.17647058823529413,0.0,33.0,3.5263605246161616,1.9411764705882353,1.02,0
48.0,HR,4,5.0,1.791759469228055,3464.0,8.150467911624004,3.0,3.0,1.0,0.5,2.0,34.0,3.5553480614894135,5.666666666666667,0.44999999999999996,0
43.0,Marketing,4,23.0,3.1780538303479458,14714.0,9.596622660667574,1.0,2.0,1.0,0.08333333333333333,1.0,58.0,4.07753744390572,2.4166666666666665,0.5853658536585367,0
51.0,HR,4,11.0,2.4849066497880004,14627.0,9.590692779269272,4.0,2.0,2.0,0.16666666666666666,0.0,69.0,4.248495242049359,5.75,0.2962962962962963,0
50.0,Finance,4,18.0,2.9444389791664403,15876.0,9.672626800077511,2.0,3.0,4.0,0.15789473684210525,-1.0,47.0,3.8712010109078907,2.473684210526316,0.8636363636363636,0
55.0,Sales,4,4.0,1.6094379124341003,1246.0,7.1284959456800365,3.0,3.0,2.0,0.6,1.0,63.0,4.1588830833596715,12.6,0.22058823529411764,2
27.0,Sales,1,16.0,2.833213344056216,14993.0,9.615405400063008,4.0,4.0,4.0,0.23529411764705882,0.0,18.0,2.9444389791664403,1.0588235294117647,1.942857142857143,1
36.0,Engineering,1,22.0,3.1354942159291497,17190.0,9.752141270041493,3.0,4.0,5.0,0.17391304347826086,-1.0,66.0,4.204692619390966,2.869565217391304,1.0337078651685394,0
46.0,Engineering,1,0.0,0.0,15840.0,9.67035679468885,3.0,3.0,5.0,3.0,-2.0,81.0,4.406719247264253,81.0,0.036585365853658534,2
22.0,Sales,1,24.0,3.2188758248682006,7019.0,8.856518497019858,3.0,4.0,5.0,0.16,-1.0,72.0,4.290459441148391,2.88,1.0309278350515465,0
21.0,Engineering,1,23.0,3.1780538303479458,8735.0,9.075207697984686,4.0,3.0,2.0,0.125,1.0,75.0,4.330733340286331,3.125,0.7272727272727273,0
32.0,HR,3,22.0,3.1354942159291497,11650.0,9.36314729221994,3.0,3.0,3.0,0.13043478260869565,0.0,4.0,1.6094379124341003,0.17391304347826086,2.555555555555556,1
25.0,Operations,1,9.0,2.302585092994046,23044.0,10.045204105154609,4.0,4.0,2.0,0.4,2.0,66.0,4.204692619390966,6.6,0.5263157894736842,0
57.0,Engineering,3,14.0,2.70805020110221,24341.0,10.099958532434503,1.0,3.0,4.0,0.2,-1.0,10.0,2.3978952727983707,0.6666666666666666,1.8000000000000003,1
52.0,Marketing,3,12.0,2.5649493574615367,3890.0,8.266421472984554,4.0,3.0,4.0,0.23076923076923078,-1.0,49.0,3.912023005428146,3.769230769230769,0.6290322580645161,0
29.0,HR,4,20.0,3.044522437723423,10364.0,9.24619002486988,4.0,2.0,4.0,0.09523809523809523,-2.0,67.0,4.219507705176107,3.1904761904761907,0.47727272727272724,0
55.0,Finance,2,20.0,3.044522437723423,17876.0,9.791270249415089,2.0,3.0,3.0,0.14285714285714285,0.0,68.0,4.23410650459726,3.238095238095238,0.7078651685393258,0
39.0,HR,4,10.0,2.3978952727983707,18148.0,9.806370741756401,3.0,4.0,4.0,0.36363636363636365,0.0,0.0,0.0,0.0,4.0,1
36.0,Finance,2,12.0,2.5649493574615367,690.0,6.53813982376767,2.0,3.0,1.0,0.23076923076923078,2.0,90.0,4.51085950651685,6.923076923076923,0.3786407766990291,0
23.0,Finance,2,4.0,1.6094379124341003,22299.0,10.01234195744821,4.0,4.0,1.0,0.8,3.0,91.0,4.5217885770490405,18.2,0.20833333333333334,2
44.0,HR,4,23.0,3.1780538303479458,11869.0,9.381769487603714,3.0,3.0,3.0,0.125,0.0,28.0,3.367295829986474,1.1666666666666667,1.3846153846153844,0
53.0,HR,2,11.0,2.4849066497880004,13329.0,9.497772413172754,3.0,3.0,5.0,0.25,-2.0,49.0,3.912023005428146,4.083333333333333,0.5901639344262295,0
44.0,HR,4,10.0,2.3978952727983707,22790.0,10.034121000171332,2.0,3.0,1.0,0.2727272727272727,2.0,11.0,2.4849066497880004,1.0,1.5,1
31.0,HR,2,16.0,2.833213344056216,13407.0,9.503606822721864,1.0,3.0,4.0,0.17647058823529413,-1.0,76.0,4.343805421853684,4.470588235294118,0.5483870967741935,0
28.0,HR,3,3.0,1.3862943611198906,2860.0,7.95892649305011,3.0,3.0,3.0,0.75,0.0,40.0,3.713572066704308,10.0,0.2727272727272727,2
58.0,HR,3,24.0,3.2188758248682006,15584.0,9.654064192201437,4.0,3.0,4.0,0.12,-1.0,36.0,3.6109179126442243,1.44,1.2295081967213115,0
40.0,Finance,1,8.0,2.1972245773362196,1511.0,7.321188556739479,3.0,3.0,5.0,0.3333333333333333,-2.0,44.0,3.8066624897703196,4.888888888888889,0.5094339622641509,0
55.0,HR,1,20.0,3.044522437723423,9421.0,9.150802659259986,3.0,3.0,2.0,0.14285714285714285,1.0,79.0,4.382026634673881,3.761904761904762,0.63,0
45.0,Engineering,3,19.0,2.995732273553991,1839.0,7.517520850603031,5.0,3.0,5.0,0.15,-2.0,47.0,3.8712010109078907,2.35,0.8955223880597015,0
45.0,Finance,1,18.0,2.9444389791664403,8993.0,9.104312967330653,5.0,2.0,1.0,0.10526315789473684,1.0,98.0,4.59511985013459,5.157894736842105,0.3247863247863248,0
49.0,HR,4,12.0,2.5649493574615367,9221.0,9.129347212766652,3.0,3.0,3.0,0.23076923076923078,0.0,21.0,3.091042453358316,1.6153846153846154,1.1470588235294117,0
38.0,Sales,2,4.0,1.6094379124341003,17967.0,9.796347676978224,2.0,4.0,4.0,0.8,0.0,99.0,4.605170185988092,19.8,0.1923076923076923,2
38.0,Sales,1,9.0,2.302585092994046,24364.0,10.100902955277606,1.0,3.0,3.0,0.3,0.0,10.0,2.3978952727983707,1.0,1.5,1
22.0,Engineering,1,16.0,2.833213344056216,10610.0,9.26964647787359,3.0,2.0,4.0,0.11764705882352941,-2.0,57.0,4.060443010546419,3.3529411764705883,0.45945945945945943,0
55.0,Operations,1,4.0,1.6094379124341003,24029.0,10.087058328730514,2.0,3.0,3.0,0.6,0.0,45.0,3.828641396489095,9.0,0.3,0
36.0,Operations,3,21.0,3.091042453358316,13044.0,9.47616019757083,3.0,4.0,2.0,0.18181818181818182,2.0,28.0,3.367295829986474,1.2727272727272727,1.7600000000000002,1
56.0,Finance,4,12.0,2.5649493574615367,4686.0,8.452547997922705,3.0,1.0,5.0,0.07692307692307693,-4.0,34.0,3.5553480614894135,2.6153846153846154,0.2765957446808511,0
53.0,Sales,4,6.0,1.9459101490553132,17603.0,9.775881427930981,3.0,4.0,1.0,0.5714285714285714,3.0,14.0,2.70805020110221,2.0,1.3333333333333333,1
24.0,Engineering,1,8.0,2.1972245773362196,12542.0,9.436918020024674,3.0,4.0,4.0,0.4444444444444444,0.0,59.0,4.0943445622221,6.555555555555555,0.5294117647058824,0
53.0,Marketing,4,2.0,1.0986122886681096,19023.0,9.853456618930563,2.0,3.0,3.0,1.0,0.0,94.0,4.553876891600541,31.333333333333332,0.09278350515463919,2
34.0,Sales,4,14.0,2.70805020110221,14557.0,9.585895949678203,3.0,5.0,3.0,0.3333333333333333,2.0,41.0,3.7376696182833684,2.7333333333333334,1.3392857142857142,0
41.0,Engineering,4,15.0,2.772588722239781,9247.0,9.13216259091216,3.0,4.0,3.0,0.25,1.0,42.0,3.7612001156935624,2.625,1.103448275862069,0
40.0,Engineering,3,17.0,2.8903717578961645,14246.0,9.564301637217232,5.0,4.0,3.0,0.2222222222222222,1.0,79.0,4.382026634673881,4.388888888888889,0.7422680412371133,0
28.0,HR,1,13.0,2.639057329615259,6230.0,8.737292112544221,4.0,4.0,3.0,0.2857142857142857,1.0,73.0,4.304065093204169,5.214285714285714,0.6436781609195402,0
27.0,Marketing,4,2.0,1.0986122886681096,5702.0,8.648747631156539,5.0,2.0,2.0,0.6666666666666666,0.0,48.0,3.8918202981106265,16.0,0.11764705882352941,2
23.0,HR,2,11.0,2.4849066497880004,22347.0,10.01449211057904,4.0,2.0,2.0,0.16666666666666666,0.0,63.0,4.1588830833596715,5.25,0.32,0
37.0,Finance,2,8.0,2.1972245773362196,16317.0,9.700024071988745,3.0,3.0,2.0,0.3333333333333333,1.0,31.0,3.4657359027997265,3.4444444444444446,0.6749999999999999,0
53.0,HR,2,6.0,1.9459101490553132,11823.0,9.377886643187983,2.0,2.0,3.0,0.2857142857142857,-1.0,63.0,4.1588830833596715,9.0,0.2,0
42.0,Sales,3,12.0,2.5649493574615367,1736.0,7.459914766241105,3.0,4.0,3.0,0.3076923076923077,1.0,23.0,3.1780538303479458,1.7692307692307692,1.4444444444444444,1
42.0,Operations,4,17.0,2.8903717578961645,11918.0,9.385889044482708,3.0,3.0,4.0,0.16666666666666666,-1.0,86.0,4.465908118654584,4.777777777777778,0.5192307692307693,0
50.0,Engineering,1,4.0,1.6094379124341003,9050.0,9.11063052782717,3.0,3.0,3.0,0.6,0.0,65.0,4.189654742026425,13.0,0.21428571428571427,0
58.0,Marketing,4,12.0,2.5649493574615367,16422.0,9.70643807033756,3.0,4.0,3.0,0.3076923076923077,1.0,37.0,3.6375861597263857,2.8461538461538463,1.04,0
58.0,HR,3,3.0,1.3862943611198906,7654.0,8.943114308091785,3.0,4.0,3.0,1.0,1.0,30.0,3.4339872044851463,7.5,0.47058823529411764,2
28.0,Marketing,2,1.0,0.6931471805599453,0.0,0.0,3.0,3.0,3.0,1.5,0.0,25.0,3.258096538021482,12.5,0.2222222222222222,2
47.0,Operations,3,15.0,2.772588722239781,21200.0,9.961803629358965,2.0,2.0,3.0,0.125,-1.0,28.0,3.367295829986474,1.75,0.7272727272727273,0
47.0,Operations,4,8.0,2.1972245773362196,14140.0,9.556833658307777,4.0,3.0,1.0,0.3333333333333333,2.0,66.0,4.204692619390966,7.333333333333333,0.36000000000000004,0
54.0,HR,1,8.0,2.1972245773362196,20306.0,9.918720933176717,2.0,4.0,4.0,0.4444444444444444,0.0,77.0,4.356708826689592,8.555555555555555,0.4186046511627907,0
41.0,Finance,3,5.0,1.791759469228055,4699.0,8.45531778769815,1.0,3.0,4.0,0.5,-1.0,24.0,3.2188758248682006,4.0,0.6,0
50.0,HR,1,10.0,2.3978952727983707,11823.0,9.377886643187983,3.0,3.0,2.0,0.2727272727272727,1.0,47.0,3.8712010109078907,4.2727272727272725,0.5689655172413793,0
53.0,Sales,3,21.0,3.091042453358316,24795.0,10.11843762882181,3.0,1.0,3.0,0.045454545454545456,-2.0,64.0,4.174387269895637,2.909090909090909,0.2558139534883721,0
48.0,Engineering,1,23.0,3.1780538303479458,16148.0,9.689613407229068,3.0,4.0,1.0,0.16666666666666666,3.0,52.0,3.970291913552122,2.1666666666666665,1.2631578947368423,0
53.0,Finance,1,21.0,3.091042453358316,11823.0,9.377886643187983,2.0,4.0,2.0,0.18181818181818182,2.0,66.0,4.204692619390966,3.0,1.0,0
39.0,Marketing,1,3.0,1.3862943611198906,8137.0,9.004299728561636,3.0,5.0,4.0,1.25,1.0,17.0,2.8903717578961645,4.25,0.9523809523809523,2
24.0,Finance,2,12.0,2.5649493574615367,1601.0,7.379008127628304,5.0,4.0,4.0,0.3076923076923077,0.0,8.0,2.1972245773362196,0.6153846153846154,2.4761904761904763,1
55.0,Finance,4,22.0,3.1354942159291497,7670.0,8.945202263959297,5.0,3.0,4.0,0.13043478260869565,-1.0,37.0,3.6375861597263857,1.608695652173913,1.15,0
37.0,HR,4,12.0,2.5649493574615367,21869.0,9.992871113670814,3.0,5.0,1.0,0.38461538461538464,4.0,86.0,4.465908118654584,6.615384615384615,0.6565656565656566,0
48.0,HR,2,12.0,2.5649493574615367,18839.0,9.843737548130354,3.0,4.0,3.0,0.3076923076923077,1.0,20.0,3.044522437723423,1.5384615384615385,1.575757575757576,1
50.0,Marketing,2,1.0,0.6931471805599453,6711.0,8.811652248147043,4.0,3.0,4.0,1.5,-1.0,64.0,4.174387269895637,32.0,0.09090909090909091,2
49.0,Operations,3,8.0,2.1972245773362196,6665.0,8.804775258867686,1.0,1.0,2.0,0.1111111111111111,-1.0,20.0,3.044522437723423,2.2222222222222223,0.3103448275862069,0
26.0,Finance,3,23.0,3.1780538303479458,15749.0,9.66459564425378,3.0,3.0,3.0,0.125,0.0,26.0,3.295836866004329,1.0833333333333333,1.4400000000000002,1
55.0,Operations,3,7.0,2.0794415416798357,992.0,6.900730664045173,3.0,3.0,1.0,0.375,2.0,69.0,4.248495242049359,8.625,0.3116883116883117,0
57.0,Marketing,4,6.0,1.9459101490553132,1778.0,7.483806687665835,5.0,3.0,2.0,0.42857142857142855,1.0,43.0,3.784189633918261,6.142857142857143,0.42,0
44.0,HR,1,3.0,1.3862943611198906,6696.0,8.80941494391005,1.0,3.0,3.0,0.75,0.0,99.0,4.605170185988092,24.75,0.11650485436893204,2
49.0,Engineering,1,17.0,2.8903717578961645,8748.0,9.076694687106265,3.0,5.0,3.0,0.2777777777777778,2.0,27.0,3.332204510175204,1.5,2.0,1
51.0,Finance,1,2.0,1.0986122886681096,10922.0,9.298625936843543,4.0,4.0,2.0,1.3333333333333333,2.0,44.0,3.8066624897703196,14.666666666666666,0.25531914893617025,2
55.0,Engineering,3,5.0,1.791759469228055,17125.0,9.748353055586138,3.0,4.0,2.0,0.6666666666666666,2.0,16.0,2.833213344056216,2.6666666666666665,1.090909090909091,1
53.0,Marketing,1,11.0,2.4849066497880004,10373.0,9.247057954911346,1.0,3.0,3.0,0.25,0.0,39.0,3.6888794541139363,3.25,0.7058823529411765,0
41.0,Finance,4,11.0,2.4849066497880004,2946.0,7.988542982737695,5.0,1.0,2.0,0.08333333333333333,-1.0,2.0,1.0986122886681096,0.16666666666666666,0.8571428571428571,1
52.0,Operations,1,20.0,3.044522437723423,5509.0,8.61431990214696,3.0,1.0,2.0,0.047619047619047616,-1.0,75.0,4.330733340286331,3.5714285714285716,0.21875,0
43.0,Sales,1,7.0,2.0794415416798357,6833.0,8.829665432675236,3.0,3.0,3.0,0.375,0.0,75.0,4.330733340286331,9.375,0.2891566265060241,0
53.0,Engineering,2,21.0,3.091042453358316,21361.0,9.969368921649641,2.0,1.0,3.0,0.045454545454545456,-2.0,65.0,4.189654742026425,2.9545454545454546,0.25287356321839083,0
23.0,Finance,2,21.0,3.091042453358316,7511.0,8.9242570208881,3.0,1.0,3.0,0.045454545454545456,-2.0,45.0,3.828641396489095,2.0454545454545454,0.3283582089552239,0
45.0,Finance,2,3.0,1.3862943611198906,12227.0,9.411483683010726,1.0,4.0,3.0,1.0,1.0,86.0,4.465908118654584,21.5,0.17777777777777778,2
23.0,Operations,3,10.0,2.3978952727983707,24894.0,10.122422259076282,4.0,2.0,1.0,0.18181818181818182,1.0,68.0,4.23410650459726,6.181818181818182,0.27848101265822783,0
44.0,Engineering,1,2.0,1.0986122886681096,9616.0,9.171287644712482,2.0,3.0,4.0,1.0,-1.0,8.0,2.1972245773362196,2.6666666666666665,0.8181818181818182,2
52.0,Sales,4,12.0,2.5649493574615367,12477.0,9.431722372670732,2.0,1.0,1.0,0.07692307692307693,0.0,84.0,4.442651256490317,6.461538461538462,0.13402061855670103,0
42.0,Sales,1,24.0,3.2188758248682006,11146.0,9.318925682389624,3.0,5.0,2.0,0.2,3.0,10.0,2.3978952727983707,0.4,3.5714285714285716,1
43.0,Marketing,1,16.0,2.833213344056216,8233.0,9.01602720232985,4.0,3.0,1.0,0.17647058823529413,2.0,68.0,4.23410650459726,4.0,0.6,0
22.0,Finance,4,21.0,3.091042453358316,5776.0,8.661639795781266,1.0,3.0,3.0,0.13636363636363635,0.0,98.0,4.59511985013459,4.454545454545454,0.55,0
47.0,Engineering,2,21.0,3.091042453358316,14153.0,9.55775254863573,3.0,3.0,3.0,0.13636363636363635,0.0,90.0,4.51085950651685,4.090909090909091,0.5892857142857143,0
22.0,Marketing,2,9.0,2.302585092994046,8228.0,9.015419779605713,2.0,1.0,5.0,0.1,-4.0,65.0,4.189654742026425,6.5,0.13333333333333333,0
46.0,Engineering,2,20.0,3.044522437723423,2380.0,7.7752758464868625,3.0,3.0,4.0,0.14285714285714285,-1.0,87.0,4.477336814478207,4.142857142857143,0.5833333333333333,0
37.0,Finance,3,11.0,2.4849066497880004,6389.0,8.76248954737158,1.0,4.0,3.0,0.3333333333333333,1.0,30.0,3.4339872044851463,2.5,1.1428571428571428,0
53.0,Sales,4,14.0,2.70805020110221,11823.0,9.377886643187983,4.0,3.0,3.0,0.2,0.0,32.0,3.4965075614664802,2.1333333333333333,0.9574468085106383,0
29.0,HR,4,20.0,3.044522437723423,8097.0,8.999372396592106,2.0,2.0,2.0,0.09523809523809523,0.0,38.0,3.6635616461296463,1.8095238095238095,0.7118644067796611,0
59.0,Sales,1,9.0,2.302585092994046,17545.0,9.772581282688328,1.0,3.0,2.0,0.3,1.0,93.0,4.543294782270004,9.3,0.2912621359223301,0
49.0,Marketing,3,12.0,2.5649493574615367,8646.0,9.06496771896043,3.0,3.0,2.0,0.23076923076923078,1.0,45.0,3.828641396489095,3.4615384615384617,0.6724137931034483,0
46.0,Operations,2,12.0,2.5649493574615367,20178.0,9.912397738665884,4.0,4.0,2.0,0.3076923076923077,2.0,36.0,3.6109179126442243,2.769230769230769,1.0612244897959184,0
55.0,HR,3,4.0,1.6094379124341003,1204.0,7.094234845924755,2.0,3.0,2.0,0.6,1.0,91.0,4.5217885770490405,18.2,0.15625,2
45.0,Marketing,4,5.0,1.791759469228055,17953.0,9.795568210316635,3.0,3.0,2.0,0.5,1.0,59.0,4.0943445622221,9.833333333333334,0.2769230769230769,0
44.0,Finance,4,23.0,3.1780538303479458,17088.0,9.746190260646909,1.0,3.0,3.0,0.125,0.0,30.0,3.4339872044851463,1.25,1.3333333333333333,0
33.0,HR,1,1.0,0.6931471805599453,10274.0,9.237469039364436,3.0,3.0,5.0,1.5,-2.0,10.0,2.3978952727983707,5.0,0.5,2
27.0,Marketing,1,21.0,3.091042453358316,1484.0,7.3031700512368,3.0,3.0,3.0,0.13636363636363635,0.0,86.0,4.465908118654584,3.909090909090909,0.611111111111111,0
56.0,Finance,4,16.0,2.833213344056216,2025.0,7.613818684808629,3.0,3.0,3.0,0.17647058823529413,0.0,1.0,0.6931471805599453,0.058823529411764705,2.8333333333333335,1
40.0,Sales,2,3.0,1.3862943611198906,11680.0,9.365718869155696,3.0,3.0,3.0,0.75,0.0,49.0,3.912023005428146,12.25,0.22641509433962265,2
21.0,Operations,2,13.0,2.639057329615259,13357.0,9.499870735285581,3.0,4.0,3.0,0.2857142857142857,1.0,98.0,4.59511985013459,7.0,0.5,0
28.0,Finance,3,9.0,2.302585092994046,22495.0,10.021092794610391,2.0,3.0,3.0,0.3,0.0,1.0,0.6931471805599453,0.1,2.727272727272727,1
36.0,Engineering,4,2.0,1.0986122886681096,5906.0,8.683893367307235,3.0,5.0,2.0,1.6666666666666667,3.0,20.0,3.044522437723423,6.666666666666667,0.6521739130434783,2
34.0,Finance,4,24.0,3.2188758248682006,4256.0,8.356319965828153,1.0,3.0,2.0,0.12,1.0,57.0,4.060443010546419,2.28,0.9146341463414634,0
43.0,Operations,2,14.0,2.70805020110221,18990.0,9.851720461714246,5.0,4.0,5.0,0.26666666666666666,-1.0,51.0,3.9512437185814275,3.4,0.9090909090909091,0
35.0,Engineering,4,5.0,1.791759469228055,16381.0,9.703938450075547,5.0,3.0,1.0,0.5,2.0,44.0,3.8066624897703196,7.333333333333333,0.36000000000000004,0
48.0,Marketing,1,16.0,2.833213344056216,721.0,6.582025138892826,4.0,4.0,2.0,0.23529411764705882,2.0,84.0,4.442651256490317,4.9411764705882355,0.6732673267326732,0
54.0,Marketing,4,11.0,2.4849066497880004,5840.0,8.67265729404031,3.0,2.0,3.0,0.16666666666666666,-1.0,92.0,4.532599493153256,7.666666666666667,0.23076923076923073,0
22.0,Finance,4,21.0,3.091042453358316,16588.0,9.716495104092274,4.0,5.0,2.0,0.22727272727272727,3.0,19.0,2.995732273553991,0.8636363636363636,2.6829268292682924,1
52.0,Engineering,2,19.0,2.995732273553991,16266.0,9.696893794766453,2.0,3.0,3.0,0.15,0.0,60.0,4.110873864173311,3.0,0.75,0
43.0,Engineering,2,23.0,3.1780538303479458,16182.0,9.691716587516886,3.0,1.0,2.0,0.041666666666666664,-1.0,37.0,3.6375861597263857,1.5416666666666667,0.3934426229508196,0
42.0,Operations,1,10.0,2.3978952727983707,4975.0,8.512381634419015,3.0,3.0,3.0,0.2727272727272727,0.0,49.0,3.912023005428146,4.454545454545454,0.55,0
45.0,Sales,1,24.0,3.2188758248682006,9382.0,9.146654820290049,3.0,5.0,3.0,0.2,2.0,24.0,3.2188758248682006,0.96,2.5510204081632653,1
42.0,Marketing,3,12.0,2.5649493574615367,13309.0,9.496270911389157,4.0,1.0,3.0,0.07692307692307693,-2.0,1.0,0.6931471805599453,0.07692307692307693,0.9285714285714286,1
42.0,Operations,4,5.0,1.791759469228055,7048.0,8.860641041773876,2.0,3.0,1.0,0.5,2.0,31.0,3.4657359027997265,5.166666666666667,0.48648648648648646,0
